frame_id,video,bbox,subset,method,cluster_label,is_noise,is_core_sample,distance_to_cluster_mean
1320,LGH020002,"[0.398438, 0.069444, 0.059375, 0.094444]",train,dbscam_euclidean,0,False,True,0.532232403755188
1320,LGH020002,"[0.442708, 0.381481, 0.038542, 0.044444]",train,dbscam_euclidean,0,False,True,0.2921236753463745
1320,LGH020002,"[0.533594, 0.141204, 0.042188, 0.039815]",train,dbscam_euclidean,0,False,True,0.23977136611938477
1320,LGH020002,"[0.31849, 0.375926, 0.035937, 0.031481]",train,dbscam_euclidean,0,False,True,0.2498660832643509
1320,LGH020002,"[0.961719, 0.762037, 0.072396, 0.040741]",train,dbscam_euclidean,0,False,True,0.3406890630722046
1320,LGH020002,"[0.927344, 0.169444, 0.078646, 0.051852]",train,dbscam_euclidean,0,False,True,0.39326170086860657
1320,LGH020002,"[0.41901, 0.5375, 0.030729, 0.017593]",train,dbscam_euclidean,0,False,True,0.324947327375412
1320,LGH020002,"[0.596875, 0.538889, 0.058333, 0.037037]",train,dbscam_euclidean,0,False,True,0.2744707763195038
1320,LGH020002,"[0.507031, 0.506944, 0.031771, 0.047222]",train,dbscam_euclidean,0,False,True,0.3348708152770996
1320,LGH020002,"[0.46875, 0.97963, 0.025, 0.038889]",train,dbscam_euclidean,0,False,True,0.2523256838321686
1320,LGH020002,"[0.79401, 0.337963, 0.050521, 0.033333]",train,dbscam_euclidean,0,False,True,0.2312520146369934
1320,LGH020002,"[0.64974, 0.664815, 0.022396, 0.031481]",train,dbscam_euclidean,0,False,True,0.20172151923179626
1320,LGH020002,"[0.453646, 0.477778, 0.032292, 0.012963]",train,dbscam_euclidean,0,False,True,0.3630047142505646
1320,LGH020002,"[0.604948, 0.222222, 0.050521, 0.025926]",train,dbscam_euclidean,0,False,True,0.32937371730804443
1320,LGH020002,"[0.370833, 0.890741, 0.025, 0.05]",train,dbscam_euclidean,0,False,True,0.22635753452777863
1320,LGH020002,"[0.53099, 0.77037, 0.027604, 0.035185]",train,dbscam_euclidean,0,False,True,0.23262940347194672
1320,LGH020002,"[0.349479, 0.645833, 0.044792, 0.065741]",train,dbscam_euclidean,0,False,True,0.422702431678772
1320,LGH020002,"[0.515625, 0.254167, 0.042708, 0.017593]",train,dbscam_euclidean,0,False,True,0.3388158679008484
1320,LGH020002,"[0.436458, 0.668981, 0.028125, 0.049074]",train,dbscam_euclidean,0,False,True,0.2790420353412628
1320,LGH020002,"[0.323437, 0.397222, 0.025, 0.014815]",train,dbscam_euclidean,0,False,True,0.34291303157806396
1320,LGH020002,"[0.957552, 0.989815, 0.042188, 0.018519]",train,dbscam_euclidean,0,False,True,0.283579558134079
1320,LGH020002,"[0.796875, 0.248611, 0.034375, 0.034259]",train,dbscam_euclidean,0,False,True,0.22924119234085083
1320,LGH020002,"[0.500521, 0.3125, 0.026042, 0.012037]",train,dbscam_euclidean,0,False,True,0.36945441365242004
1320,LGH020002,"[0.403646, 0.486574, 0.030208, 0.026852]",train,dbscam_euclidean,0,False,True,0.25367486476898193
1320,LGH020002,"[0.175, 0.774074, 0.059375, 0.033333]",train,dbscam_euclidean,0,False,True,0.2709757685661316
1320,LGH020002,"[0.488802, 0.971296, 0.013021, 0.033333]",train,dbscam_euclidean,0,False,True,0.40526819229125977
1320,LGH020002,"[0.551562, 0.891204, 0.0125, 0.015741]",train,dbscam_euclidean,0,False,True,0.4161017835140228
1320,LGH020002,"[0.62474, 0.699074, 0.010937, 0.02963]",train,dbscam_euclidean,0,False,True,0.3794301748275757
1320,LGH020002,"[0.679427, 0.637963, 0.052604, 0.033333]",train,dbscam_euclidean,0,False,True,0.2932048738002777
1320,LGH020002,"[0.532292, 0.281481, 0.015625, 0.02037]",train,dbscam_euclidean,0,False,True,0.33336320519447327
1320,LGH020002,"[0.710938, 0.493519, 0.0375, 0.046296]",train,dbscam_euclidean,0,False,True,0.2420552670955658
1320,LGH020002,"[0.633333, 0.933796, 0.038542, 0.032407]",train,dbscam_euclidean,0,False,True,0.2515113055706024
1320,LGH020002,"[0.89401, 0.759722, 0.059896, 0.047222]",train,dbscam_euclidean,0,False,True,0.2979593276977539
1320,LGH020002,"[0.551823, 0.721759, 0.048438, 0.032407]",train,dbscam_euclidean,0,False,True,0.24071760475635529
1320,LGH020002,"[0.723437, 0.442593, 0.025, 0.037037]",train,dbscam_euclidean,0,False,True,0.2144528329372406
1320,LGH020002,"[0.808073, 0.761111, 0.051562, 0.038889]",train,dbscam_euclidean,0,False,True,0.29504314064979553
1320,LGH020002,"[0.359896, 0.7375, 0.030208, 0.037963]",train,dbscam_euclidean,0,False,True,0.2059752196073532
1320,LGH020002,"[0.240625, 0.364815, 0.0375, 0.016667]",train,dbscam_euclidean,0,False,True,0.31509172916412354
1320,LGH020002,"[0.552865, 0.691667, 0.025521, 0.02037]",train,dbscam_euclidean,0,False,True,0.3452623784542084
1320,LGH020002,"[0.630729, 0.363426, 0.033333, 0.023148]",train,dbscam_euclidean,0,False,True,0.226336270570755
1320,LGH020002,"[0.75651, 0.828704, 0.063021, 0.046296]",train,dbscam_euclidean,0,False,True,0.33216866850852966
1320,LGH020002,"[0.964063, 0.340741, 0.009375, 0.014815]",train,dbscam_euclidean,0,False,True,0.4094057083129883
1320,LGH020002,"[0.774479, 0.288426, 0.034375, 0.067593]",train,dbscam_euclidean,0,False,True,0.3871693015098572
1320,LGH020002,"[0.632031, 0.608796, 0.039062, 0.023148]",train,dbscam_euclidean,0,False,True,0.2940627932548523
1320,LGH020002,"[0.236719, 0.450926, 0.038021, 0.02037]",train,dbscam_euclidean,0,False,True,0.30396777391433716
1320,LGH020002,"[0.671875, 0.766204, 0.038542, 0.043519]",train,dbscam_euclidean,0,False,True,0.28872111439704895
1320,LGH020002,"[0.59974, 0.900926, 0.027604, 0.042593]",train,dbscam_euclidean,0,False,True,0.26303237676620483
1320,LGH020002,"[0.383854, 0.805093, 0.027083, 0.060185]",train,dbscam_euclidean,0,False,True,0.3201915919780731
1320,LGH020002,"[0.611198, 0.625, 0.017188, 0.016667]",train,dbscam_euclidean,0,False,True,0.32595255970954895
1320,LGH020002,"[0.535677, 0.563889, 0.061979, 0.048148]",train,dbscam_euclidean,0,False,True,0.3663989007472992
1320,LGH020002,"[0.505469, 0.695833, 0.026562, 0.025]",train,dbscam_euclidean,0,False,True,0.2663455009460449
1320,LGH020002,"[0.61849, 0.344907, 0.023438, 0.021296]",train,dbscam_euclidean,0,False,True,0.23286807537078857
1320,LGH020002,"[0.594531, 0.685648, 0.045312, 0.030556]",train,dbscam_euclidean,0,False,True,0.24801820516586304
1320,LGH020002,"[0.578385, 0.725926, 0.028646, 0.007407]",train,dbscam_euclidean,0,False,True,0.482263445854187
1320,LGH020002,"[0.969531, 0.860185, 0.009896, 0.012963]",train,dbscam_euclidean,0,False,True,0.38251993060112
1320,LGH020002,"[0.607552, 0.837037, 0.033854, 0.088889]",train,dbscam_euclidean,0,False,True,0.4109944701194763
1320,LGH020002,"[0.642969, 0.857407, 0.031771, 0.022222]",train,dbscam_euclidean,0,False,True,0.2374894618988037
1320,LGH020002,"[0.43151, 0.709259, 0.027604, 0.027778]",train,dbscam_euclidean,0,False,True,0.22102369368076324
1320,LGH020002,"[0.382031, 0.950463, 0.043229, 0.071296]",train,dbscam_euclidean,0,False,True,0.37813177704811096
1320,LGH020002,"[0.455729, 0.754167, 0.027083, 0.065741]",train,dbscam_euclidean,0,False,True,0.3610193431377411
